trait	alpha	aic	logLik	GBDT40	Dstats
K21472	8.64141723337132	5858.21655175672	-2927.10827587836	No	0.187
K02477	7.13530120850476	4330.83311819238	-2163.41655909619	No	0.862
K08083	4.77756203466896	861.846900929231	-428.923450464615	No	0.998
K09712	17.706534299121	1916.53255771037	-956.266278855183	No	0.869
K02363	25.2434828151638	3051.86094617005	-1523.93047308502	No	0.172
K02364	30.4928898719451	1342.23413199619	-669.117065998093	No	0.468
K00216	25.040943912945	3193.6518959512	-1594.8259479756	No	0.072
K03305	5.43645959629989	4585.60755866891	-2290.80377933445	No	0.972
K07979	6.05567445546406	5282.17329652352	-2639.08664826176	No	0.796
K09950	11.7649819756268	1990.92134415066	-993.460672075331	No	0.905
K01854	13.374327995495	7850.81499224211	-3923.40749612105	No	0.0
K07746	22.8405622966646	6964.79458671055	-3480.39729335527	No	0.0
K07386	3.0010847777161	2696.83050140451	-1346.41525070225	No	1.0
K01497	8.13293947705988	4465.66895110185	-2230.83447555092	No	0.778
K03342	6.28467136580587	2049.06495275307	-1022.53247637654	No	0.963
K00259	5.70832646518763	4974.61647212425	-2485.30823606212	No	0.789
K07064	21.7557354642832	5171.51768997556	-2583.75884498778	No	0.0
K09981	16.187681278867	4608.47985031455	-2302.23992515728	No	0.006
K03395	35.7542221274273	1624.32848728399	-810.164243641995	No	0.0
K18833	20.0290207184685	1114.7768105189	-555.388405259449	No	0.412
K23541	6.06726950459433	3031.95609185931	-1513.97804592965	No	0.992
K15066	33.0554728149902	1571.0929985927	-783.546499296352	No	0.0
K09956	20.2758260267566	3338.10776214948	-1667.05388107474	No	0.03
K10220	27.5081904381028	2916.60754215787	-1456.30377107894	No	0.0
K06986	9.18717836357223	1560.96803739886	-778.484018699431	No	0.964
K14335	16.138104768348	2104.805274902	-1050.402637451	No	0.797
K01809	4.01381487103009	4150.13632505841	-2073.0681625292	No	0.993
K07273	6.00421099236504	4795.90778515112	-2395.95389257556	No	0.891
K03309	15.8935131502863	368.367891540116	-182.183945770058	No	0.956
K01083	19.7905156921328	3655.47667541399	-1825.738337707	No	0.007
K22441	12.4344660007236	5791.7607142903	-2893.88035714515	No	0.069
K14414	35.0945469803466	2581.58360060042	-1288.79180030021	No	0.0
K11089	41.2678799543206	2514.85555192196	-1255.42777596098	No	0.0
K00055	29.5625200190823	4803.2752461993	-2399.63762309965	No	0.0
K05913	41.8142501695626	883.876891410925	-439.938445705463	No	0.161
K01690	5.86409797766089	2705.46145281122	-1350.73072640561	No	1.0
K09797	15.5471646863432	3433.82049671448	-1714.91024835724	No	0.088
K00772	4.35013208586262	2900.44939513396	-1448.22469756698	No	0.982
K03969	5.83199328624451	5290.32683429053	-2643.16341714526	No	0.802
K02429	8.06534654473429	4408.06966872626	-2202.03483436313	No	0.786
K07136	11.749725232508	2336.21310153897	-1166.10655076948	No	0.934
K15408	25.5995248564931	2145.96308064017	-1070.98154032008	No	0.018
K05358	36.0522330625368	1579.39893718673	-787.699468593366	No	0.475
K01115	20.4799673832798	3341.93847336257	-1668.96923668129	No	0.004
K03929	15.9494862502683	4935.64606806773	-2465.82303403386	No	0.011
K15918	9.52173651633492	860.035464382487	-428.017732191243	No	0.987
K01484	4.24082513615922	1093.50689996319	-544.753449981596	No	0.999
K06181	3.39931775355122	1946.92650389411	-971.463251947056	No	1.0
K07484	33.4903129444185	7967.56911502908	-3981.78455751454	No	0.0
K19158	58.1463490967411	8702.88093908828	-4349.44046954414	No	0.0
K19159	65.3269619232218	7861.61369678809	-3928.80684839405	No	0.0
K00472	16.3747416517496	1797.34211049351	-896.671055246753	No	0.797
K01302	5.05307249342842	1400.45824317173	-698.229121585866	No	0.997
K00263	5.5180555699373	3790.16555572893	-1893.08277786447	No	0.991
K05797	32.782163346002	2332.34378869105	-1164.17189434553	No	0.0
K07559	20.1933908525333	4791.54765627347	-2393.77382813674	No	0.0
K07192	15.6768923970388	6780.29255359742	-3388.14627679871	No	0.0
K09928	5.17278749996546	3357.9326680272	-1676.9663340136	No	0.995
K09190	23.1283184905983	3063.06129029659	-1529.53064514829	No	0.018
K09978	7.16755738678664	1349.95087630316	-672.975438151582	No	0.991
K01278	3.0318241304818	1282.49147570884	-639.24573785442	No	1.0
K01283	10.7729458007868	1334.13821787883	-665.069108939417	No	0.891
K06876	16.1158741345284	5981.46819599052	-2988.73409799526	No	0.0
K02171	7.08290984166345	5049.78144735477	-2522.89072367738	No	0.691
K21749	16.3594421064861	1960.12189795487	-978.060948977437	No	0.177
K06443	10.1810816618208	2925.93974646234	-1460.96987323117	No	0.847
K10027	11.7499600785839	5702.74537187374	-2849.37268593687	No	0.062
K15746	5.11015187682847	1531.75729586915	-763.878647934575	No	0.995
K22342	25.5356761880105	2607.88631192137	-1301.94315596069	No	0.001
K11941	20.7782275023986	3683.33561152116	-1839.66780576058	No	0.0
K14333	44.1274370967239	1920.62860342093	-958.314301710463	No	0.0
K18383	31.7908763756676	1839.98892898196	-917.99446449098	No	0.055
K04095	55.0932312829511	10131.8048754022	-5063.90243770111	No	0.0
K07071	3.11817561989832	3391.69951905977	-1693.84975952988	No	1.0
K06143	18.8166540837634	3558.13025328637	-1777.06512664319	No	0.059
K18143	56.2255445122661	1832.59271609816	-914.296358049082	No	0.0
K18144	40.0211618343352	2305.11639088586	-1150.55819544293	No	0.0
K05795	14.4659333201519	3609.02853860758	-1802.51426930379	No	0.274
K05792	20.6869800675501	2848.50291293628	-1422.25145646814	No	0.155
K05791	16.2703594571284	3080.51526814282	-1538.25763407141	No	0.389
K06078	5.71772783648757	749.426954316677	-372.713477158338	No	0.999
K17893	29.4379387271781	1349.67063702445	-672.835318512224	No	0.0
K01252	25.8268089656894	2882.13849344981	-1439.06924672491	No	0.164
K02361	10.6501406139006	3098.80211557348	-1547.40105778674	No	0.832
K14155	6.82533548654942	5905.01955672547	-2950.50977836273	No	0.385
K07063	25.7794690137722	2534.23439229065	-1265.11719614533	No	0.0
K05786	5.89303904525941	4924.16646619618	-2460.08323309809	No	0.839
K09914	18.1460647061162	2667.18248468081	-1331.5912423404	No	0.732
K04045	46.4342288201054	2767.59674554054	-1381.79837277027	No	0.0
K07393	6.40195873889523	4377.47144757232	-2186.73572378616	No	0.953
K02481	7.22290149652678	3630.42298737935	-1813.21149368968	No	0.771
K03294	8.23383415586459	4071.57130409477	-2033.78565204739	No	0.962
K03941	15.3181411200543	720.917402812693	-358.458701406347	No	0.713
K21449	17.9661090892667	3692.03270979976	-1844.01635489988	No	0.07
K09973	8.26227092575609	4087.33617182187	-2041.66808591094	No	0.891
K00955	8.86808930102251	3012.01236221038	-1504.00618110519	No	0.942
K09167	5.12324010206007	3221.65670946237	-1608.82835473119	No	0.997
K06978	15.0138702606168	7365.59338817736	-3680.79669408868	No	0.0
K02566	6.03107047764323	2388.2224398589	-1192.11121992945	No	0.991
K05570	9.38334266287082	4842.12269557883	-2419.06134778942	No	0.41
K03196	26.5021333284948	4241.62585014466	-2118.81292507233	No	0.0
K03201	26.399277726356	3642.89156651465	-1819.44578325733	No	0.0
K03198	25.4050652641318	2755.99771572789	-1375.99885786395	No	0.004
K03197	24.6839263033144	2658.08100471976	-1327.04050235988	No	0.011
K07816	3.61700074491939	3891.34626403696	-1943.67313201848	No	0.979
K09893	3.27451873021338	1601.52377941566	-798.761889707829	No	0.994
K05939	10.1094860582369	2537.57698271866	-1266.78849135933	No	0.892
K06905	40.2147203083626	6712.73659462281	-3354.36829731141	No	0.0
K06906	42.7735872297678	4595.39373718795	-2295.69686859397	No	0.0
K06908	44.1383428584838	4855.73750763839	-2425.86875381919	No	0.0
K06907	34.2604070639358	7309.76864315634	-3652.88432157817	No	0.0
K06903	35.1299946596735	6870.4332486669	-3433.21662433345	No	0.0
K04099	56.1131274378124	1233.05888978595	-614.529444892973	No	0.0
K09967	19.3272931711886	5683.94634987799	-2839.97317493899	No	0.0
K07283	6.71883129061125	2518.49906059421	-1257.2495302971	No	0.987
K18587	0.379584556952145	135.741392695117	-65.8706963475587	No	1.0
K23257	7.99343520631341	3224.10623102354	-1610.05311551177	No	0.908
K01133	13.7062482088174	3687.67450866665	-1841.83725433332	No	0.136
K03777	17.6542655443041	2889.81342109847	-1442.90671054923	No	0.601
K22579	18.3618226415699	4167.17372126536	-2081.58686063268	No	0.0
K01119	9.6310509841425	4816.42820770752	-2406.21410385376	No	0.606
K12266	17.345853749001	1667.49570069379	-831.747850346896	No	0.944
K07322	15.4786165600215	5205.85657265599	-2600.92828632799	No	0.02
K20444	15.9552527226062	6703.75756206739	-3349.8787810337	No	0.0
K07272	29.1000306406135	1814.36044612736	-905.180223063681	No	0.003
K12992	16.5580689615139	2945.71385056083	-1470.85692528041	No	0.0
K09691	13.3298140511376	6246.899034584	-3121.449517292	No	0.0
K09690	16.2628570005888	6934.96269907259	-3465.48134953629	No	0.0
K02841	4.45123316572659	1542.95963415652	-769.479817078259	No	1.0
K09946	21.503532696459	5485.99797462239	-2740.9989873112	No	0.0
K07214	15.1267264460396	5931.06072170436	-2963.53036085218	No	0.0
K07679	15.8770078009331	3434.53364367232	-1715.26682183616	No	0.08
K16171	9.30372801943482	3078.49838399543	-1537.24919199771	No	0.958
K13236	9.35937545967751	1118.85261692686	-557.42630846343	No	0.988
K20023	30.7497629815472	3690.15680302736	-1843.07840151368	No	0.0
K00064	19.6843939774068	4935.14669687372	-2465.57334843686	No	0.0
K04748	14.834848742911	3721.80541232415	-1858.90270616208	No	0.324
K02571	26.7388954907348	1686.71944828913	-841.359724144565	No	0.486
K02570	16.0024417258657	2717.51375169433	-1356.75687584717	No	0.728
K02569	25.511320201178	2122.98331823588	-1059.49165911794	No	0.358
K11250	13.5591116681546	2384.43307917301	-1190.2165395865	No	0.88
K05569	7.20640551357174	5123.79973727226	-2559.89986863613	No	0.72
K19339	20.5774088277293	2889.96005728847	-1442.98002864424	No	0.002
K00376	21.1340776684881	3665.35820919362	-1830.67910459681	No	0.0
K07218	20.7437978529784	4329.04573629139	-2162.52286814569	No	0.0
K19340	26.1878103072917	2134.04061426682	-1065.02030713341	No	0.024
K19341	24.1827918524749	3564.02818008469	-1780.01409004234	No	0.0
K19342	19.8013848886059	4307.91991041707	-2151.95995520853	No	0.0
K00219	7.1004603296074	4313.82461713102	-2154.91230856551	No	0.881
K07535	31.1703443900695	2920.73808214565	-1458.36904107282	No	0.0
K07536	39.0957998970104	1208.82138855604	-602.410694278018	No	0.0
K08678	12.8147383761333	4679.70160081204	-2337.85080040602	No	0.001
K15521	3.41759677145109	1995.55359525561	-995.776797627806	No	1.0
K00389	13.6752277004507	6044.98167029445	-3020.49083514723	No	0.004
K15269	22.2426798559303	3955.37052699143	-1975.68526349571	No	0.002
K07459	83.5653065404198	9945.2913754195	-4970.64568770975	No	0.0
K21563	12.6796076917458	2453.93918197011	-1224.96959098505	No	0.318
K09943	14.0696626347691	994.143510300588	-495.071755150294	No	0.768
K00596	27.0650225342214	1782.72022711458	-889.360113557289	No	0.047
K11003	37.9459539487534	2417.48911728574	-1206.74455864287	No	0.0
K11004	38.7195627112286	2667.36453240161	-1331.68226620081	No	0.0
K04561	22.5555498711138	5590.88950479722	-2793.44475239861	No	0.0
K00368	24.6140924334333	4912.13769499331	-2454.06884749666	No	0.0
K07284	4.63690245839272	3705.71637054666	-1850.85818527333	No	0.998
K07485	63.0306392037136	9906.76588774438	-4951.38294387219	No	0.0
K08659	3.68617466278397	2141.36371644667	-1068.68185822333	No	0.964
K23258	1.62548535198171	501.361080409431	-248.680540204716	No	1.0
K16926	13.0040640105327	2562.48372430303	-1279.24186215152	No	0.034
K01421	5.62062917569072	3150.31541439625	-1573.15770719813	No	0.996
K03293	13.8065875675124	2067.89782495175	-1031.94891247587	No	0.935
K07407	13.2148028759343	7252.66765531277	-3624.33382765638	No	0.0
K07452	139.404127509175	8623.92519173966	-4309.96259586983	No	0.0
K19147	118.975291080155	7939.41656601509	-3967.70828300755	No	0.0
K00690	14.8476915527088	3599.60920766155	-1797.80460383077	No	0.014
K03484	11.0912360284464	3056.33629841485	-1526.16814920743	No	0.652
K08156	14.6850233064843	1273.25831887504	-634.629159437522	No	0.945
K08372	1.15892934792921	561.693122482685	-278.846561241342	No	1.0
K00563	4.59912418022671	3178.31928119142	-1587.15964059571	No	0.999
K19225	3.75331269729115	3826.6015948782	-1911.3007974391	No	0.997
K01804	13.6729852174685	5877.23711635346	-2936.61855817673	No	0.003
K09974	19.2759020661146	2856.04620273288	-1426.02310136644	No	0.003
K01239	8.790062974358	6049.15647337275	-3022.57823668637	No	0.254
K08168	20.2201771344449	2154.09466475982	-1075.04733237991	No	0.147
K10117	10.4886729975419	5135.16371816565	-2565.58185908283	No	0.161
K10119	10.7159657453161	4821.32771149785	-2408.66385574893	No	0.142
K07473	21.3147390778345	6533.31012705815	-3264.65506352908	No	0.0
K01182	12.9533989907349	3654.56142319991	-1825.28071159995	No	0.282
K10118	9.5093561670317	4790.75157752129	-2393.37578876064	No	0.269
K15771	10.7359624863349	3627.71670458853	-1811.85835229426	No	0.564
K15772	9.58602246305745	3957.79267517002	-1976.89633758501	No	0.6
K01200	9.30870588256279	4047.35383468685	-2021.67691734342	No	0.605
K13640	0.679752572761078	619.544039412633	-307.772019706317	No	1.0
K07450	26.5517195981933	2797.82219571661	-1396.91109785831	No	0.0
K07496	21.2515692976103	7962.5252401212	-3979.2626200606	No	0.0
K16650	7.39584117504737	2018.71778606184	-1007.35889303092	No	0.965
K02440	8.83573004783118	5559.95109810057	-2777.97554905029	No	0.428
K07482	82.6504622696386	9614.22820918336	-4805.11410459168	No	0.0
K19426	25.4760136278328	1069.32402499652	-532.662012498262	No	0.065
K19419	27.8383773221851	4114.60516690405	-2055.30258345203	No	0.0
K19424	22.9128770554894	3881.89857787801	-1938.94928893901	No	0.0
K12990	42.1877344418439	3885.64975620092	-1940.82487810046	No	0.0
K00226	9.51958157449896	2078.94125653229	-1037.47062826615	No	0.751
K00965	8.34101175628598	5403.35045307384	-2699.67522653692	No	0.329
K00849	7.20132058637623	5544.71816722838	-2770.35908361419	No	0.528
K01372	4.03143482352885	2028.38535661405	-1012.19267830703	No	0.997
K00078	8.993253054895	3790.04105904574	-1893.02052952287	No	0.586
K07177	0.70183622821681	546.389996006763	-271.194998003381	No	1.0
K01193	16.6917187644106	4300.56112844769	-2148.28056422384	No	0.017
K02532	24.7573481059772	2150.24217066427	-1073.12108533213	No	0.35
K14153	9.8939943060012	1033.16936648288	-514.584683241438	No	0.935
K00564	1.7911534759778	2095.14114262487	-1045.57057131244	No	1.0
K16209	12.349764969476	1052.11532655766	-524.057663278828	No	0.715
K01190	12.3582095644137	6455.99044101297	-3225.99522050649	No	0.002
K15582	6.88161774826981	4922.61445290615	-2459.30722645308	No	0.719
K08256	1.83234177480293	678.594348715443	-337.297174357721	No	1.0
K05340	7.27495121377579	1138.70328279502	-567.351641397512	No	0.988
K03767	7.34811019969051	3086.78868841066	-1541.39434420533	No	0.964
K12267	6.12022462440792	3814.44176069832	-1905.22088034916	No	0.752
K03311	4.28453413610823	2992.11250898975	-1494.05625449488	No	0.997
K09009	0.643109009751216	450.688214937592	-223.344107468796	No	1.0
K00936	2.23520144039648	2077.0981629859	-1036.54908149295	No	1.0
K22010	2.97260460434745	2783.80190159754	-1389.90095079877	No	0.996
K13788	3.63198240506881	2655.98527088468	-1325.99263544234	No	0.999
K03816	3.99118689911146	2329.26507770834	-1162.63253885417	No	0.999
K13829	3.63315919912837	876.928850615814	-436.464425307907	No	0.988
K22477	16.7256413521473	2003.19093538313	-999.595467691564	No	0.045
K14696	11.3449040621473	4016.21476706929	-2006.10738353465	No	0.534
K14260	2.06325654119374	1969.61518154437	-982.807590772185	No	1.0
K22311	1.50790050321574	444.477393247526	-220.238696623763	No	1.0
K22306	3.01409436883094	803.296427435666	-399.648213717833	No	1.0
K03402	1.01260345392524	1263.49131227164	-629.745656135818	No	1.0
K16925	6.96557364117988	2393.19700907336	-1194.59850453668	No	0.987
K00886	2.56067279080691	2057.54245189772	-1026.77122594886	No	0.998
K02484	4.89257486367929	2638.00698688164	-1317.00349344082	No	0.999
K03502	13.416855429168	7300.05000550979	-3648.02500275489	No	0.0
K08317	22.2764803809294	1535.74323436721	-765.871617183607	No	0.619
K01201	17.0458973687686	4131.45052516312	-2063.72526258156	No	0.005
K01739	6.76728985425618	4612.25954435906	-2304.12977217953	No	0.912
K01697	2.93738374915662	2316.59687562582	-1156.29843781291	No	1.0
K15255	3.0432102246476	1972.46535108278	-984.232675541391	No	0.997
K01805	11.8792348811498	6708.31563840809	-3352.15781920405	No	0.004
K16238	22.4504066165301	4760.04947757001	-2378.024738785	No	0.001
K00048	16.5409005425597	2118.12042725381	-1057.06021362691	No	0.186
K10254	16.6634709163169	4841.94059687569	-2418.97029843784	No	0.0
K02548	3.02385449516371	3176.51370391951	-1586.25685195976	No	1.0
K02068	13.5355526149407	3075.12164268332	-1535.56082134166	No	0.642
K06191	2.44110617520114	2454.32444283555	-1225.16222141778	No	0.998
K03647	3.22773300031816	2523.87282264921	-1259.93641132461	No	1.0
K11533	3.98709781960625	454.921284481476	-225.460642240738	No	1.0
K12554	13.6790605814068	432.145245341533	-214.072622670766	No	0.991
K19265	9.23219797841036	5425.55679870922	-2710.77839935461	No	0.43
K11358	2.68598443738923	1458.91702057664	-727.45851028832	No	0.975
K07481	42.0666567440122	9160.69540093497	-4578.34770046748	No	0.0
K03573	2.44252444664587	2287.5515483669	-1141.77577418345	No	0.963
K07039	7.81459361291825	2898.7159155841	-1447.35795779205	No	0.952
K15540	36.1502087948731	1517.45821979193	-756.729109895964	No	0.592
K07345	26.9764887052228	1414.10675601865	-705.053378009325	No	0.947
K11065	4.68217819838655	4016.93425217334	-2006.46712608667	No	0.991
K06969	3.93968159846956	3473.06209671868	-1734.53104835934	No	0.998
K00557	0.883727397938292	453.68125936641	-224.840629683205	No	1.0
K03315	8.81689522595393	4871.45587069059	-2433.72793534529	No	0.486
K12371	13.3883592982137	1701.22129125983	-848.610645629913	No	0.988
K12372	14.4221861615189	1758.38109504907	-877.190547524533	No	0.97
K05541	2.3769503060283	810.100618561603	-403.050309280801	No	1.0
K03317	7.09833208256061	2836.66286603948	-1416.33143301974	No	0.98
K09792	4.67644874592456	3315.45739260319	-1655.7286963016	No	0.99
K02662	3.99444639137994	3170.44102896899	-1583.2205144845	No	0.996
K02663	3.41485961380253	1406.04751448829	-701.023757244146	No	1.0
